id,player_name,game_date,opponent_team,is_home,prop_type,actual_result,closing_line
13463,"Julius Randle",2025-11-19,WAS,1,rebounds,10.0,
13471,"Julius Randle",2025-11-17,DAL,1,assists,4.0,
13474,"Julius Randle",2025-11-17,DAL,1,pa,16.0,
13469,"Julius Randle",2025-11-17,DAL,1,points,12.0,
13473,"Julius Randle",2025-11-17,DAL,1,pr,18.0,
13472,"Julius Randle",2025-11-17,DAL,1,pra,22.0,
13475,"Julius Randle",2025-11-17,DAL,1,ra,10.0,
13470,"Julius Randle",2025-11-17,DAL,1,rebounds,6.0,
13478,"Julius Randle",2025-11-15,DEN,1,assists,8.0,
13481,"Julius Randle",2025-11-15,DEN,1,pa,34.0,
13476,"Julius Randle",2025-11-15,DEN,1,points,26.0,
13480,"Julius Randle",2025-11-15,DEN,1,pr,32.0,
13479,"Julius Randle",2025-11-15,DEN,1,pra,40.0,
13482,"Julius Randle",2025-11-15,DEN,1,ra,14.0,
13477,"Julius Randle",2025-11-15,DEN,1,rebounds,6.0,
13485,"Julius Randle",2025-11-14,SAC,1,assists,5.0,
13488,"Julius Randle",2025-11-14,SAC,1,pa,31.0,
13483,"Julius Randle",2025-11-14,SAC,1,points,26.0,
13487,"Julius Randle",2025-11-14,SAC,1,pr,37.0,
13486,"Julius Randle",2025-11-14,SAC,1,pra,42.0,
13489,"Julius Randle",2025-11-14,SAC,1,ra,16.0,
13484,"Julius Randle",2025-11-14,SAC,1,rebounds,11.0,
13492,"Julius Randle",2025-11-10,UTA,0,assists,7.0,
13495,"Julius Randle",2025-11-10,UTA,0,pa,34.0,
13490,"Julius Randle",2025-11-10,UTA,0,points,27.0,
13494,"Julius Randle",2025-11-10,UTA,0,pr,35.0,
13493,"Julius Randle",2025-11-10,UTA,0,pra,42.0,
13496,"Julius Randle",2025-11-10,UTA,0,ra,15.0,
13491,"Julius Randle",2025-11-10,UTA,0,rebounds,8.0,
13499,"Julius Randle",2025-11-09,SAC,0,assists,4.0,
13502,"Julius Randle",2025-11-09,SAC,0,pa,23.0,
13497,"Julius Randle",2025-11-09,SAC,0,points,19.0,
13501,"Julius Randle",2025-11-09,SAC,0,pr,25.0,
13500,"Julius Randle",2025-11-09,SAC,0,pra,29.0,
13503,"Julius Randle",2025-11-09,SAC,0,ra,10.0,
13498,"Julius Randle",2025-11-09,SAC,0,rebounds,6.0,
13506,"Julius Randle",2025-11-07,UTA,1,assists,12.0,
13509,"Julius Randle",2025-11-07,UTA,1,pa,31.0,
13504,"Julius Randle",2025-11-07,UTA,1,points,19.0,
13508,"Julius Randle",2025-11-07,UTA,1,pr,29.0,
13507,"Julius Randle",2025-11-07,UTA,1,pra,41.0,
13510,"Julius Randle",2025-11-07,UTA,1,ra,22.0,
13505,"Julius Randle",2025-11-07,UTA,1,rebounds,10.0,
13513,"Julius Randle",2025-11-05,NYK,0,assists,4.0,
13516,"Julius Randle",2025-11-05,NYK,0,pa,36.0,
13511,"Julius Randle",2025-11-05,NYK,0,points,32.0,
13515,"Julius Randle",2025-11-05,NYK,0,pr,37.0,
13514,"Julius Randle",2025-11-05,NYK,0,pra,41.0,
13517,"Julius Randle",2025-11-05,NYK,0,ra,9.0,
13512,"Julius Randle",2025-11-05,NYK,0,rebounds,5.0,
13520,"Julius Randle",2025-11-03,BKN,0,assists,10.0,
13523,"Julius Randle",2025-11-03,BKN,0,pa,29.0,
13518,"Julius Randle",2025-11-03,BKN,0,points,19.0,
13522,"Julius Randle",2025-11-03,BKN,0,pr,30.0,
13521,"Julius Randle",2025-11-03,BKN,0,pra,40.0,
13524,"Julius Randle",2025-11-03,BKN,0,ra,21.0,
13519,"Julius Randle",2025-11-03,BKN,0,rebounds,11.0,
13527,"Julius Randle",2025-11-01,CHA,0,assists,4.0,
13530,"Julius Randle",2025-11-01,CHA,0,pa,34.0,
13525,"Julius Randle",2025-11-01,CHA,0,points,30.0,
13529,"Julius Randle",2025-11-01,CHA,0,pr,37.0,
13528,"Julius Randle",2025-11-01,CHA,0,pra,41.0,
13531,"Julius Randle",2025-11-01,CHA,0,ra,11.0,
13526,"Julius Randle",2025-11-01,CHA,0,rebounds,7.0,
13534,"Julius Randle",2025-10-29,LAL,1,assists,6.0,
13537,"Julius Randle",2025-10-29,LAL,1,pa,39.0,
13532,"Julius Randle",2025-10-29,LAL,1,points,33.0,
13536,"Julius Randle",2025-10-29,LAL,1,pr,38.0,
13535,"Julius Randle",2025-10-29,LAL,1,pra,44.0,
13538,"Julius Randle",2025-10-29,LAL,1,ra,11.0,
13533,"Julius Randle",2025-10-29,LAL,1,rebounds,5.0,
13541,"Julius Randle",2025-10-27,DEN,1,assists,3.0,
13544,"Julius Randle",2025-10-27,DEN,1,pa,27.0,
13539,"Julius Randle",2025-10-27,DEN,1,points,24.0,
13543,"Julius Randle",2025-10-27,DEN,1,pr,31.0,
13542,"Julius Randle",2025-10-27,DEN,1,pra,34.0,
13545,"Julius Randle",2025-10-27,DEN,1,ra,10.0,
13540,"Julius Randle",2025-10-27,DEN,1,rebounds,7.0,
13548,"Julius Randle",2025-10-26,IND,1,assists,6.0,
13551,"Julius Randle",2025-10-26,IND,1,pa,37.0,
13546,"Julius Randle",2025-10-26,IND,1,points,31.0,
13550,"Julius Randle",2025-10-26,IND,1,pr,35.0,
13549,"Julius Randle",2025-10-26,IND,1,pra,41.0,
13552,"Julius Randle",2025-10-26,IND,1,ra,10.0,
13547,"Julius Randle",2025-10-26,IND,1,rebounds,4.0,
13555,"Julius Randle",2025-10-24,LAL,0,assists,6.0,
13558,"Julius Randle",2025-10-24,LAL,0,pa,32.0,
13553,"Julius Randle",2025-10-24,LAL,0,points,26.0,
13557,"Julius Randle",2025-10-24,LAL,0,pr,35.0,
13556,"Julius Randle",2025-10-24,LAL,0,pra,41.0,
13559,"Julius Randle",2025-10-24,LAL,0,ra,15.0,
13554,"Julius Randle",2025-10-24,LAL,0,rebounds,9.0,
13562,"Julius Randle",2025-10-22,POR,0,assists,6.0,
13565,"Julius Randle",2025-10-22,POR,0,pa,25.0,
13560,"Julius Randle",2025-10-22,POR,0,points,19.0,
13564,"Julius Randle",2025-10-22,POR,0,pr,26.0,
13563,"Julius Randle",2025-10-22,POR,0,pra,32.0,
13566,"Julius Randle",2025-10-22,POR,0,ra,13.0,
13561,"Julius Randle",2025-10-22,POR,0,rebounds,7.0,
1172,"Justin Champagnie",2026-02-11,CLE,0,assists,2.0,
1175,"Justin Champagnie",2026-02-11,CLE,0,pa,14.0,
1170,"Justin Champagnie",2026-02-11,CLE,0,points,12.0,
1174,"Justin Champagnie",2026-02-11,CLE,0,pr,20.0,
1173,"Justin Champagnie",2026-02-11,CLE,0,pra,22.0,
1176,"Justin Champagnie",2026-02-11,CLE,0,ra,10.0,
1171,"Justin Champagnie",2026-02-11,CLE,0,rebounds,8.0,
1179,"Justin Champagnie",2026-02-08,MIA,1,assists,1.0,
1182,"Justin Champagnie",2026-02-08,MIA,1,pa,14.0,
1177,"Justin Champagnie",2026-02-08,MIA,1,points,13.0,
1181,"Justin Champagnie",2026-02-08,MIA,1,pr,20.0,
1180,"Justin Champagnie",2026-02-08,MIA,1,pra,21.0,
1183,"Justin Champagnie",2026-02-08,MIA,1,ra,8.0,
1178,"Justin Champagnie",2026-02-08,MIA,1,rebounds,7.0,
1186,"Justin Champagnie",2026-02-07,BKN,0,assists,2.0,
1189,"Justin Champagnie",2026-02-07,BKN,0,pa,23.0,
1184,"Justin Champagnie",2026-02-07,BKN,0,points,21.0,
1188,"Justin Champagnie",2026-02-07,BKN,0,pr,30.0,
1187,"Justin Champagnie",2026-02-07,BKN,0,pra,32.0,
1190,"Justin Champagnie",2026-02-07,BKN,0,ra,11.0,
1185,"Justin Champagnie",2026-02-07,BKN,0,rebounds,9.0,
1193,"Justin Champagnie",2026-02-05,DET,0,assists,1.0,
1196,"Justin Champagnie",2026-02-05,DET,0,pa,15.0,
1191,"Justin Champagnie",2026-02-05,DET,0,points,14.0,
1195,"Justin Champagnie",2026-02-05,DET,0,pr,21.0,
1194,"Justin Champagnie",2026-02-05,DET,0,pra,22.0,
1197,"Justin Champagnie",2026-02-05,DET,0,ra,8.0,
1192,"Justin Champagnie",2026-02-05,DET,0,rebounds,7.0,
1200,"Justin Champagnie",2026-02-03,NYK,1,assists,0.0,
1203,"Justin Champagnie",2026-02-03,NYK,1,pa,2.0,
1198,"Justin Champagnie",2026-02-03,NYK,1,points,2.0,
1202,"Justin Champagnie",2026-02-03,NYK,1,pr,6.0,
1201,"Justin Champagnie",2026-02-03,NYK,1,pra,6.0,
1204,"Justin Champagnie",2026-02-03,NYK,1,ra,4.0,
1199,"Justin Champagnie",2026-02-03,NYK,1,rebounds,4.0,
1207,"Justin Champagnie",2026-01-30,LAL,1,assists,0.0,
1210,"Justin Champagnie",2026-01-30,LAL,1,pa,9.0,
1205,"Justin Champagnie",2026-01-30,LAL,1,points,9.0,
1209,"Justin Champagnie",2026-01-30,LAL,1,pr,13.0,
1208,"Justin Champagnie",2026-01-30,LAL,1,pra,13.0,
1211,"Justin Champagnie",2026-01-30,LAL,1,ra,4.0,
1206,"Justin Champagnie",2026-01-30,LAL,1,rebounds,4.0,
1214,"Justin Champagnie",2026-01-29,MIL,1,assists,1.0,
1217,"Justin Champagnie",2026-01-29,MIL,1,pa,13.0,
1212,"Justin Champagnie",2026-01-29,MIL,1,points,12.0,
1216,"Justin Champagnie",2026-01-29,MIL,1,pr,18.0,
1215,"Justin Champagnie",2026-01-29,MIL,1,pra,19.0,
1218,"Justin Champagnie",2026-01-29,MIL,1,ra,7.0,
1213,"Justin Champagnie",2026-01-29,MIL,1,rebounds,6.0,
1221,"Justin Champagnie",2026-01-27,POR,1,assists,1.0,
1224,"Justin Champagnie",2026-01-27,POR,1,pa,2.0,
1219,"Justin Champagnie",2026-01-27,POR,1,points,1.0,
1223,"Justin Champagnie",2026-01-27,POR,1,pr,4.0,
1222,"Justin Champagnie",2026-01-27,POR,1,pra,5.0,
1225,"Justin Champagnie",2026-01-27,POR,1,ra,4.0,
1220,"Justin Champagnie",2026-01-27,POR,1,rebounds,3.0,
1228,"Justin Champagnie",2026-01-24,CHA,0,assists,3.0,
1231,"Justin Champagnie",2026-01-24,CHA,0,pa,18.0,
1226,"Justin Champagnie",2026-01-24,CHA,0,points,15.0,
1230,"Justin Champagnie",2026-01-24,CHA,0,pr,26.0,
1229,"Justin Champagnie",2026-01-24,CHA,0,pra,29.0,
1232,"Justin Champagnie",2026-01-24,CHA,0,ra,14.0,
1227,"Justin Champagnie",2026-01-24,CHA,0,rebounds,11.0,
1235,"Justin Champagnie",2026-01-22,DEN,1,assists,3.0,
1238,"Justin Champagnie",2026-01-22,DEN,1,pa,6.0,
1233,"Justin Champagnie",2026-01-22,DEN,1,points,3.0,
1237,"Justin Champagnie",2026-01-22,DEN,1,pr,5.0,
1236,"Justin Champagnie",2026-01-22,DEN,1,pra,8.0,
1239,"Justin Champagnie",2026-01-22,DEN,1,ra,5.0,
1234,"Justin Champagnie",2026-01-22,DEN,1,rebounds,2.0,
1242,"Justin Champagnie",2026-01-19,LAC,1,assists,0.0,
1245,"Justin Champagnie",2026-01-19,LAC,1,pa,9.0,
1240,"Justin Champagnie",2026-01-19,LAC,1,points,9.0,
1244,"Justin Champagnie",2026-01-19,LAC,1,pr,13.0,
1243,"Justin Champagnie",2026-01-19,LAC,1,pra,13.0,
1246,"Justin Champagnie",2026-01-19,LAC,1,ra,4.0,
1241,"Justin Champagnie",2026-01-19,LAC,1,rebounds,4.0,
1249,"Justin Champagnie",2026-01-17,DEN,0,assists,1.0,
1252,"Justin Champagnie",2026-01-17,DEN,0,pa,14.0,
1247,"Justin Champagnie",2026-01-17,DEN,0,points,13.0,
1251,"Justin Champagnie",2026-01-17,DEN,0,pr,22.0,
1250,"Justin Champagnie",2026-01-17,DEN,0,pra,23.0,
1253,"Justin Champagnie",2026-01-17,DEN,0,ra,10.0,
1248,"Justin Champagnie",2026-01-17,DEN,0,rebounds,9.0,
1256,"Justin Champagnie",2026-01-16,SAC,0,assists,2.0,
1259,"Justin Champagnie",2026-01-16,SAC,0,pa,17.0,
1254,"Justin Champagnie",2026-01-16,SAC,0,points,15.0,
1258,"Justin Champagnie",2026-01-16,SAC,0,pr,22.0,
1257,"Justin Champagnie",2026-01-16,SAC,0,pra,24.0,
1260,"Justin Champagnie",2026-01-16,SAC,0,ra,9.0,
1255,"Justin Champagnie",2026-01-16,SAC,0,rebounds,7.0,
1263,"Justin Champagnie",2026-01-14,LAC,0,assists,1.0,
1266,"Justin Champagnie",2026-01-14,LAC,0,pa,8.0,
1261,"Justin Champagnie",2026-01-14,LAC,0,points,7.0,
1265,"Justin Champagnie",2026-01-14,LAC,0,pr,15.0,
1264,"Justin Champagnie",2026-01-14,LAC,0,pra,16.0,
1267,"Justin Champagnie",2026-01-14,LAC,0,ra,9.0,
1262,"Justin Champagnie",2026-01-14,LAC,0,rebounds,8.0,
1270,"Justin Champagnie",2026-01-11,PHX,0,assists,0.0,
1273,"Justin Champagnie",2026-01-11,PHX,0,pa,8.0,
1268,"Justin Champagnie",2026-01-11,PHX,0,points,8.0,
1272,"Justin Champagnie",2026-01-11,PHX,0,pr,14.0,
1271,"Justin Champagnie",2026-01-11,PHX,0,pra,14.0,
