id,player_name,game_date,opponent_team,prop_type,hit,is_home,is_b2b,games_experience,minutes_bucket,closing_line,season_avg,last_10_avg,last_5_avg,std_dev,games_played,minutes_avg,days_rest,line_vs_season,line_vs_recent,form_trend,line_difficulty,actual_result,split,parsed_date
13159,Donovan Mitchell,10/26/25,MIL,pa,0,1,0,few,starter,35.5,38.0,38.0,38.0,,2,35.5,1,-2.5,-2.5,0.0,,28,train,2025-10-26
13154,Donovan Mitchell,10/26/25,MIL,points,0,1,0,few,starter,29.5,33.0,33.0,33.0,2.8,2,35.5,1,-3.5,-3.5,0.0,-1.25,24,train,2025-10-26
13158,Donovan Mitchell,10/26/25,MIL,pr,0,1,0,few,starter,33.5,35.0,35.0,35.0,,2,35.5,1,-1.5,-1.5,0.0,,27,train,2025-10-26
13157,Donovan Mitchell,10/26/25,MIL,pra,1,1,0,few,starter,29.5,40.0,40.0,40.0,,2,35.5,1,-10.5,-10.5,0.0,,31,train,2025-10-26
13160,Donovan Mitchell,10/26/25,MIL,ra,0,1,0,few,starter,10.5,7.0,7.0,7.0,,2,35.5,1,3.5,3.5,0.0,,7,train,2025-10-26
13155,Donovan Mitchell,10/26/25,MIL,rebounds,0,1,0,few,starter,4.5,2.0,2.0,2.0,0.0,2,35.5,1,2.5,2.5,0.0,,3,train,2025-10-26
13163,Donovan Mitchell,10/24/25,BKN,assists,0,0,0,few,starter,5.5,5.0,5.0,5.0,0.0,1,36.0,1,0.5,0.5,0.0,,5,train,2025-10-24
13166,Donovan Mitchell,10/24/25,BKN,pa,1,0,0,few,starter,33.5,36.0,36.0,36.0,,1,36.0,1,-2.5,-2.5,0.0,,40,train,2025-10-24
13161,Donovan Mitchell,10/24/25,BKN,points,1,0,0,few,starter,27.5,31.0,31.0,31.0,0.0,1,36.0,1,-3.5,-3.5,0.0,,35,train,2025-10-24
13165,Donovan Mitchell,10/24/25,BKN,pr,1,0,0,few,starter,32.5,33.0,33.0,33.0,,1,36.0,1,-0.5,-0.5,0.0,,37,train,2025-10-24
13164,Donovan Mitchell,10/24/25,BKN,pra,1,0,0,few,starter,27.5,38.0,38.0,38.0,,1,36.0,1,-10.5,-10.5,0.0,,42,train,2025-10-24
13167,Donovan Mitchell,10/24/25,BKN,ra,0,0,0,few,starter,10.5,7.0,7.0,7.0,,1,36.0,1,3.5,3.5,0.0,,7,train,2025-10-24
13162,Donovan Mitchell,10/24/25,BKN,rebounds,0,0,0,few,starter,4.5,2.0,2.0,2.0,0.0,1,36.0,1,2.5,2.5,0.0,,2,train,2025-10-24
13170,Donovan Mitchell,10/22/25,NYK,assists,0,0,0,nan,nan,5.5,,,,,0,,3,,,,,5,train,2025-10-22
13173,Donovan Mitchell,10/22/25,NYK,pa,1,0,0,nan,nan,31.5,,,,,0,,3,,,,,36,train,2025-10-22
13168,Donovan Mitchell,10/22/25,NYK,points,1,0,0,nan,nan,26.5,,,,,0,,3,,,,,31,train,2025-10-22
13172,Donovan Mitchell,10/22/25,NYK,pr,1,0,0,nan,nan,30.5,,,,,0,,3,,,,,33,train,2025-10-22
13171,Donovan Mitchell,10/22/25,NYK,pra,1,0,0,nan,nan,26.5,,,,,0,,3,,,,,38,train,2025-10-22
13174,Donovan Mitchell,10/22/25,NYK,ra,0,0,0,nan,nan,9.5,,,,,0,,3,,,,,7,train,2025-10-22
13169,Donovan Mitchell,10/22/25,NYK,rebounds,0,0,0,nan,nan,3.5,,,,,0,,3,,,,,2,train,2025-10-22
7458,Dylan Harper,2/11/26,GSW,assists,1,0,1,experienced,medium,3.5,3.6,3.8,4.0,2.5,42,21.5,0,-0.10000000000000009,-0.2999999999999998,0.20000000000000018,-0.040000000000000036,8,test,2026-02-11
7461,Dylan Harper,2/11/26,GSW,pa,1,0,1,experienced,medium,13.5,14.4,15.6,18.0,6.8,42,21.5,0,-0.9000000000000004,-2.0999999999999996,2.4000000000000004,-0.13235294117647065,22,test,2026-02-11
7456,Dylan Harper,2/11/26,GSW,points,1,0,1,experienced,medium,9.5,10.8,11.8,14.0,6.1,42,21.5,0,-1.3000000000000007,-2.3000000000000007,2.1999999999999993,-0.21311475409836078,14,test,2026-02-11
7460,Dylan Harper,2/11/26,GSW,pr,1,0,1,experienced,medium,13.5,14.1,15.6,17.8,6.4,42,21.5,0,-0.5999999999999996,-2.0999999999999996,2.200000000000001,-0.09374999999999994,19,test,2026-02-11
7459,Dylan Harper,2/11/26,GSW,pra,1,0,1,experienced,medium,9.5,17.7,19.4,21.8,7.3,42,21.5,0,-8.2,-9.899999999999999,2.400000000000002,-1.1232876712328765,27,test,2026-02-11
7462,Dylan Harper,2/11/26,GSW,ra,1,0,1,experienced,medium,6.5,6.9,7.6,7.8,3.6,42,21.5,0,-0.40000000000000036,-1.0999999999999996,0.20000000000000018,-0.1111111111111112,13,test,2026-02-11
7457,Dylan Harper,2/11/26,GSW,rebounds,1,0,1,experienced,medium,3.5,3.3,3.8,3.8,1.6,42,21.5,0,0.20000000000000018,-0.2999999999999998,0.0,0.1250000000000001,5,test,2026-02-11
7465,Dylan Harper,2/10/26,LAL,assists,1,0,0,experienced,medium,3.5,3.5,3.5,3.4,2.6,41,21.4,2,0.0,0.0,-0.10000000000000009,0.0,6,test,2026-02-10
7468,Dylan Harper,2/10/26,LAL,pa,1,0,0,experienced,medium,14.5,14.2,14.7,17.6,,41,21.4,2,0.3000000000000007,-0.1999999999999993,2.900000000000002,,21,test,2026-02-10
7463,Dylan Harper,2/10/26,LAL,points,1,0,0,experienced,medium,10.5,10.7,11.2,14.2,6.1,41,21.4,2,-0.1999999999999993,-0.6999999999999993,3.0,-0.03278688524590152,15,test,2026-02-10
7467,Dylan Harper,2/10/26,LAL,pr,1,0,0,experienced,medium,13.5,14.0,15.0,18.2,,41,21.4,2,-0.5,-1.5,3.1999999999999993,,18,test,2026-02-10
7466,Dylan Harper,2/10/26,LAL,pra,1,0,0,experienced,medium,10.5,17.6,18.5,21.6,,41,21.4,2,-7.100000000000001,-8.0,3.1000000000000014,,24,test,2026-02-10
7469,Dylan Harper,2/10/26,LAL,ra,1,0,0,experienced,medium,6.5,6.9,7.3,7.4,,41,21.4,2,-0.40000000000000036,-0.7999999999999998,0.10000000000000053,,9,test,2026-02-10
7464,Dylan Harper,2/10/26,LAL,rebounds,0,0,0,experienced,medium,3.5,3.3,3.8,4.0,1.7,41,21.4,2,0.20000000000000018,-0.2999999999999998,0.20000000000000018,0.11764705882352952,3,test,2026-02-10
7472,Dylan Harper,2/7/26,DAL,assists,1,1,0,experienced,medium,3.5,3.5,3.5,3.0,2.6,40,21.4,1,0.0,0.0,-0.5,0.0,5,test,2026-02-07
7475,Dylan Harper,2/7/26,DAL,pa,1,1,0,experienced,medium,12.5,14.2,14.9,16.0,,40,21.4,1,-1.6999999999999993,-2.4000000000000004,1.0999999999999996,,16,test,2026-02-07
7470,Dylan Harper,2/7/26,DAL,points,1,1,0,experienced,medium,9.5,10.7,11.4,13.0,6.2,40,21.4,1,-1.1999999999999993,-1.9000000000000004,1.5999999999999996,-0.19354838709677408,11,test,2026-02-07
7474,Dylan Harper,2/7/26,DAL,pr,1,1,0,experienced,medium,12.5,14.0,15.2,17.4,,40,21.4,1,-1.5,-2.6999999999999993,2.1999999999999993,,15,test,2026-02-07
7473,Dylan Harper,2/7/26,DAL,pra,1,1,0,experienced,medium,9.5,17.5,18.7,20.4,,40,21.4,1,-8.0,-9.2,1.6999999999999993,,20,test,2026-02-07
7476,Dylan Harper,2/7/26,DAL,ra,1,1,0,experienced,medium,6.5,6.8,7.3,7.4,,40,21.4,1,-0.2999999999999998,-0.7999999999999998,0.10000000000000053,,9,test,2026-02-07
7471,Dylan Harper,2/7/26,DAL,rebounds,1,1,0,experienced,medium,3.5,3.3,3.8,4.4,1.7,40,21.4,1,0.20000000000000018,-0.2999999999999998,0.6000000000000005,0.11764705882352952,4,test,2026-02-07
7479,Dylan Harper,2/5/26,DAL,assists,0,0,0,experienced,medium,3.5,3.5,3.6,3.0,2.6,39,21.4,3,0.0,-0.10000000000000009,-0.6000000000000001,0.0,2,test,2026-02-05
7482,Dylan Harper,2/5/26,DAL,pa,0,0,0,experienced,medium,13.5,14.3,15.3,15.0,,39,21.4,3,-0.8000000000000007,-1.8000000000000007,-0.3000000000000007,,11,test,2026-02-05
7477,Dylan Harper,2/5/26,DAL,points,0,0,0,experienced,medium,9.5,10.7,11.7,12.0,6.3,39,21.4,3,-1.1999999999999993,-2.1999999999999993,0.3000000000000007,-0.19047619047619038,9,test,2026-02-05
7481,Dylan Harper,2/5/26,DAL,pr,1,0,0,experienced,medium,13.5,14.0,15.3,16.0,,39,21.4,3,-0.5,-1.8000000000000007,0.6999999999999993,,14,test,2026-02-05
7480,Dylan Harper,2/5/26,DAL,pra,1,0,0,experienced,medium,9.5,17.5,18.9,19.0,,39,21.4,3,-8.0,-9.399999999999999,0.10000000000000142,,16,test,2026-02-05
7483,Dylan Harper,2/5/26,DAL,ra,1,0,0,experienced,medium,6.5,6.8,7.2,7.0,,39,21.4,3,-0.2999999999999998,-0.7000000000000002,-0.20000000000000018,,7,test,2026-02-05
7478,Dylan Harper,2/5/26,DAL,rebounds,1,0,0,experienced,medium,3.5,3.3,3.6,4.0,1.7,39,21.4,3,0.20000000000000018,-0.10000000000000009,0.3999999999999999,0.11764705882352952,5,test,2026-02-05
7486,Dylan Harper,2/1/26,ORL,assists,1,1,1,experienced,medium,3.5,3.5,3.2,3.0,2.6,38,21.2,0,0.0,0.2999999999999998,-0.20000000000000018,0.0,5,test,2026-02-01
7489,Dylan Harper,2/1/26,ORL,pa,1,1,1,experienced,medium,15.5,14.1,13.4,13.6,,38,21.2,0,1.4000000000000004,2.0999999999999996,0.1999999999999993,,20,test,2026-02-01
7484,Dylan Harper,2/1/26,ORL,points,1,1,1,experienced,medium,11.5,10.6,10.2,10.6,6.3,38,21.2,0,0.9000000000000004,1.3000000000000007,0.40000000000000036,0.1428571428571429,15,test,2026-02-01
7488,Dylan Harper,2/1/26,ORL,pr,1,1,1,experienced,medium,14.5,13.8,13.3,14.0,,38,21.2,0,0.6999999999999993,1.1999999999999993,0.6999999999999993,,21,test,2026-02-01
7487,Dylan Harper,2/1/26,ORL,pra,1,1,1,experienced,medium,11.5,17.3,16.5,17.0,,38,21.2,0,-5.800000000000001,-5.0,0.5,,26,test,2026-02-01
7490,Dylan Harper,2/1/26,ORL,ra,1,1,1,experienced,medium,7.5,6.7,6.3,6.4,,38,21.2,0,0.7999999999999998,1.2000000000000002,0.10000000000000053,,11,test,2026-02-01
7485,Dylan Harper,2/1/26,ORL,rebounds,1,1,1,experienced,medium,3.5,3.2,3.1,3.4,1.6,38,21.2,0,0.2999999999999998,0.3999999999999999,0.2999999999999998,0.1874999999999999,6,test,2026-02-01
7493,Dylan Harper,1/31/26,CHA,assists,0,0,0,experienced,medium,2.5,3.5,3.1,3.6,2.6,37,21.2,2,-1.0,-0.6000000000000001,0.5,-0.3846153846153846,2,val,2026-01-31
7496,Dylan Harper,1/31/26,CHA,pa,1,0,0,experienced,medium,11.5,13.9,11.8,13.2,,37,21.2,2,-2.4000000000000004,-0.3000000000000007,1.3999999999999986,,22,val,2026-01-31
7491,Dylan Harper,1/31/26,CHA,points,1,0,0,experienced,medium,8.5,10.4,8.7,9.6,6.2,37,21.2,2,-1.9000000000000004,-0.1999999999999993,0.9000000000000004,-0.30645161290322587,20,val,2026-01-31
7495,Dylan Harper,1/31/26,CHA,pr,1,0,0,experienced,medium,11.5,13.6,12.1,13.4,,37,21.2,2,-2.0999999999999996,-0.5999999999999996,1.3000000000000007,,21,val,2026-01-31
7494,Dylan Harper,1/31/26,CHA,pra,1,0,0,experienced,medium,8.5,17.2,15.2,17.0,,37,21.2,2,-8.7,-6.699999999999999,1.8000000000000007,,23,val,2026-01-31
7497,Dylan Harper,1/31/26,CHA,ra,0,0,0,experienced,medium,5.5,6.8,6.5,7.4,,37,21.2,2,-1.2999999999999998,-1.0,0.9000000000000004,,3,val,2026-01-31
7492,Dylan Harper,1/31/26,CHA,rebounds,0,0,0,experienced,medium,2.5,3.3,3.4,3.8,1.6,37,21.2,2,-0.7999999999999998,-0.8999999999999999,0.3999999999999999,-0.4999999999999999,1,val,2026-01-31
7500,Dylan Harper,1/28/26,HOU,assists,1,0,0,experienced,medium,2.5,3.5,3.0,3.6,2.7,36,21.2,2,-1.0,-0.5,0.6000000000000001,-0.37037037037037035,3,val,2026-01-28
7503,Dylan Harper,1/28/26,HOU,pa,1,0,0,experienced,medium,10.5,13.8,10.3,11.8,,36,21.2,2,-3.3000000000000007,0.1999999999999993,1.5,,19,val,2026-01-28
7498,Dylan Harper,1/28/26,HOU,points,1,0,0,experienced,medium,7.0,10.2,7.3,8.2,6.3,36,21.2,2,-3.1999999999999993,-0.2999999999999998,0.8999999999999995,-0.5079365079365078,16,val,2026-01-28
7502,Dylan Harper,1/28/26,HOU,pr,1,0,0,experienced,medium,9.5,13.5,10.7,11.8,,36,21.2,2,-4.0,-1.1999999999999993,1.1000000000000014,,20,val,2026-01-28
7501,Dylan Harper,1/28/26,HOU,pra,1,0,0,experienced,medium,7.0,17.0,13.7,15.4,,36,21.2,2,-10.0,-6.699999999999999,1.700000000000001,,23,val,2026-01-28
7504,Dylan Harper,1/28/26,HOU,ra,1,0,0,experienced,medium,5.5,6.8,6.4,7.2,,36,21.2,2,-1.2999999999999998,-0.9000000000000004,0.7999999999999998,,7,val,2026-01-28
7499,Dylan Harper,1/28/26,HOU,rebounds,1,0,0,experienced,medium,2.5,3.3,3.4,3.6,1.6,36,21.2,2,-0.7999999999999998,-0.8999999999999999,0.20000000000000018,-0.4999999999999999,4,val,2026-01-28
7507,Dylan Harper,1/25/26,NOP,assists,0,1,0,experienced,medium,3.5,3.5,3.0,4.0,2.7,35,21.3,2,0.0,0.5,1.0,0.0,3,val,2026-01-25
7510,Dylan Harper,1/25/26,NOP,pa,0,1,0,experienced,medium,12.5,13.9,10.2,13.8,,35,21.3,2,-1.4000000000000004,2.3000000000000007,3.6000000000000014,,8,val,2026-01-25
7505,Dylan Harper,1/25/26,NOP,points,0,1,0,experienced,medium,9.5,10.4,7.2,9.8,6.3,35,21.3,2,-0.9000000000000004,2.3,2.6000000000000005,-0.1428571428571429,5,val,2026-01-25
7509,Dylan Harper,1/25/26,NOP,pr,0,1,0,experienced,medium,12.5,13.5,10.2,13.0,,35,21.3,2,-1.0,2.3000000000000007,2.8000000000000007,,11,val,2026-01-25
7508,Dylan Harper,1/25/26,NOP,pra,1,1,0,experienced,medium,9.5,17.1,13.2,17.0,,35,21.3,2,-7.600000000000001,-3.6999999999999993,3.8000000000000007,,14,val,2026-01-25
7511,Dylan Harper,1/25/26,NOP,ra,1,1,0,experienced,medium,6.5,6.7,6.0,7.2,,35,21.3,2,-0.20000000000000018,0.5,1.2000000000000002,,9,val,2026-01-25
7506,Dylan Harper,1/25/26,NOP,rebounds,1,1,0,experienced,medium,2.5,3.2,3.0,3.2,1.6,35,21.3,2,-0.7000000000000002,-0.5,0.20000000000000018,-0.4375000000000001,6,val,2026-01-25
7514,Dylan Harper,1/22/26,UTA,assists,0,0,0,experienced,medium,3.5,3.6,3.1,4.2,2.7,34,21.5,1,-0.10000000000000009,0.3999999999999999,1.1,-0.03703703703703707,2,val,2026-01-22
7517,Dylan Harper,1/22/26,UTA,pa,0,0,0,experienced,medium,14.5,14.1,10.5,15.6,,34,21.5,1,0.40000000000000036,4.0,5.1,,6,val,2026-01-22
7512,Dylan Harper,1/22/26,UTA,points,0,0,0,experienced,medium,11.5,10.6,7.4,11.4,6.3,34,21.5,1,0.9000000000000004,4.1,4.0,0.1428571428571429,4,val,2026-01-22
7516,Dylan Harper,1/22/26,UTA,pr,0,0,0,experienced,medium,14.5,13.7,10.4,14.6,,34,21.5,1,0.8000000000000007,4.1,4.199999999999999,,7,val,2026-01-22
7515,Dylan Harper,1/22/26,UTA,pra,0,0,0,experienced,medium,11.5,17.3,13.5,18.8,,34,21.5,1,-5.800000000000001,-2.0,5.300000000000001,,9,val,2026-01-22
7518,Dylan Harper,1/22/26,UTA,ra,0,0,0,experienced,medium,6.5,6.8,6.1,7.4,,34,21.5,1,-0.2999999999999998,0.40000000000000036,1.3000000000000007,,5,val,2026-01-22
7513,Dylan Harper,1/22/26,UTA,rebounds,0,0,0,experienced,medium,3.5,3.2,3.0,3.2,1.6,34,21.5,1,0.2999999999999998,0.5,0.20000000000000018,0.1874999999999999,3,val,2026-01-22
7521,Dylan Harper,1/20/26,HOU,assists,1,0,1,experienced,medium,3.5,3.5,2.7,3.4,2.8,33,21.5,0,0.0,0.7999999999999998,0.6999999999999997,0.0,5,train,2026-01-20
7524,Dylan Harper,1/20/26,HOU,pa,1,0,1,experienced,medium,12.5,14.2,11.5,13.2,,33,21.5,0,-1.6999999999999993,1.0,1.6999999999999993,,13,train,2026-01-20
7519,Dylan Harper,1/20/26,HOU,points,0,0,1,experienced,medium,9.5,10.6,8.8,9.8,6.4,33,21.5,0,-1.0999999999999996,0.6999999999999993,1.0,-0.17187499999999994,8,train,2026-01-20
7523,Dylan Harper,1/20/26,HOU,pr,0,0,1,experienced,medium,12.5,13.8,11.7,12.6,,33,21.5,0,-1.3000000000000007,0.8000000000000007,0.9000000000000004,,11,train,2026-01-20
7522,Dylan Harper,1/20/26,HOU,pra,1,0,1,experienced,medium,9.5,17.4,14.4,16.0,,33,21.5,0,-7.899999999999999,-4.9,1.5999999999999996,,16,train,2026-01-20
7525,Dylan Harper,1/20/26,HOU,ra,1,0,1,experienced,medium,5.5,6.7,5.6,6.2,,33,21.5,0,-1.2000000000000002,-0.09999999999999964,0.6000000000000005,,8,train,2026-01-20
7520,Dylan Harper,1/20/26,HOU,rebounds,1,0,1,experienced,medium,2.5,3.2,2.9,2.8,1.6,33,21.5,0,-0.7000000000000002,-0.3999999999999999,-0.10000000000000009,-0.4375000000000001,3,train,2026-01-20
7528,Dylan Harper,1/19/26,UTA,assists,1,1,0,experienced,medium,3.5,3.5,2.2,2.6,2.8,32,21.4,1,0.0,1.2999999999999998,0.3999999999999999,0.0,5,train,2026-01-19
7531,Dylan Harper,1/19/26,UTA,pa,1,1,0,experienced,medium,14.5,14.0,9.7,10.4,,32,21.4,1,0.5,4.800000000000001,0.7000000000000011,,20,train,2026-01-19
7526,Dylan Harper,1/19/26,UTA,points,1,1,0,experienced,medium,10.5,10.5,7.5,7.8,6.4,32,21.4,1,0.0,3.0,0.2999999999999998,0.0,15,train,2026-01-19
7530,Dylan Harper,1/19/26,UTA,pr,1,1,0,experienced,medium,14.5,13.7,10.3,10.8,,32,21.4,1,0.8000000000000007,4.199999999999999,0.5,,18,train,2026-01-19
7529,Dylan Harper,1/19/26,UTA,pra,1,1,0,experienced,medium,10.5,17.2,12.5,13.4,,32,21.4,1,-6.699999999999999,-2.0,0.9000000000000004,,23,train,2026-01-19
7532,Dylan Harper,1/19/26,UTA,ra,1,1,0,experienced,medium,6.5,6.7,5.0,5.6,,32,21.4,1,-0.20000000000000018,1.5,0.5999999999999996,,8,train,2026-01-19
7527,Dylan Harper,1/19/26,UTA,rebounds,0,1,0,experienced,medium,3.5,3.2,2.8,3.0,1.7,32,21.4,1,0.2999999999999998,0.7000000000000002,0.20000000000000018,0.17647058823529402,3,train,2026-01-19
7535,Dylan Harper,1/17/26,MIN,assists,0,1,0,experienced,medium,3.5,3.5,2.0,2.4,2.9,31,21.4,1,0.0,1.5,0.3999999999999999,0.0,3,train,2026-01-17
7538,Dylan Harper,1/17/26,MIN,pa,0,1,0,experienced,medium,13.5,14.1,9.7,8.8,,31,21.4,1,-0.5999999999999996,3.8000000000000007,-0.8999999999999986,,12,train,2026-01-17
7533,Dylan Harper,1/17/26,MIN,points,0,1,0,experienced,medium,10.5,10.5,7.7,6.4,6.5,31,21.4,1,0.0,2.8,-1.2999999999999998,0.0,9,train,2026-01-17
7537,Dylan Harper,1/17/26,MIN,pr,0,1,0,experienced,medium,13.5,13.7,10.6,9.6,,31,21.4,1,-0.1999999999999993,2.9000000000000004,-1.0,,12,train,2026-01-17
7536,Dylan Harper,1/17/26,MIN,pra,1,1,0,experienced,medium,10.5,17.3,12.6,12.0,,31,21.4,1,-6.800000000000001,-2.0999999999999996,-0.5999999999999996,,15,train,2026-01-17
7539,Dylan Harper,1/17/26,MIN,ra,0,1,0,experienced,medium,6.5,6.7,4.9,5.6,,31,21.4,1,-0.20000000000000018,1.5999999999999996,0.6999999999999993,,6,train,2026-01-17
7534,Dylan Harper,1/17/26,MIN,rebounds,1,1,0,experienced,medium,2.5,3.2,2.9,3.2,1.7,31,21.4,1,-0.7000000000000002,-0.3999999999999999,0.30000000000000027,-0.41176470588235303,3,train,2026-01-17
7542,Dylan Harper,1/15/26,MIL,assists,1,1,0,experienced,medium,2.5,3.5,2.7,2.0,2.9,30,21.3,1,-1.0,-0.20000000000000018,-0.7000000000000002,-0.3448275862068966,5,train,2026-01-15
7545,Dylan Harper,1/15/26,MIL,pa,1,1,0,experienced,medium,11.5,13.9,9.8,6.6,,30,21.3,1,-2.4000000000000004,1.6999999999999993,-3.200000000000001,,18,train,2026-01-15
7540,Dylan Harper,1/15/26,MIL,points,1,1,0,experienced,medium,8.5,10.5,7.1,4.6,6.6,30,21.3,1,-2.0,1.4000000000000004,-2.5,-0.30303030303030304,13,train,2026-01-15
7544,Dylan Harper,1/15/26,MIL,pr,1,1,0,experienced,medium,11.5,13.6,10.3,7.4,,30,21.3,1,-2.0999999999999996,1.1999999999999993,-2.9000000000000004,,17,train,2026-01-15
7543,Dylan Harper,1/15/26,MIL,pra,1,1,0,experienced,medium,8.5,17.1,13.0,9.4,,30,21.3,1,-8.600000000000001,-4.5,-3.5999999999999996,,22,train,2026-01-15
7546,Dylan Harper,1/15/26,MIL,ra,1,1,0,experienced,medium,5.5,6.6,5.9,4.8,,30,21.3,1,-1.0999999999999996,-0.40000000000000036,-1.1000000000000005,,9,train,2026-01-15
7541,Dylan Harper,1/15/26,MIL,rebounds,1,1,0,experienced,medium,2.5,3.2,3.2,2.8,1.7,30,21.3,1,-0.7000000000000002,-0.7000000000000002,-0.40000000000000036,-0.41176470588235303,4,train,2026-01-15
7549,Dylan Harper,1/13/26,OKC,assists,1,0,0,experienced,medium,2.5,3.5,2.6,2.0,2.9,29,21.1,1,-1.0,-0.10000000000000009,-0.6000000000000001,-0.3448275862068966,3,train,2026-01-13
7552,Dylan Harper,1/13/26,OKC,pa,1,0,0,experienced,medium,10.5,13.9,9.7,5.4,,29,21.1,1,-3.4000000000000004,0.8000000000000007,-4.299999999999999,,15,train,2026-01-13
7547,Dylan Harper,1/13/26,OKC,points,1,0,0,experienced,medium,7.5,10.4,7.1,3.4,6.7,29,21.1,1,-2.9000000000000004,0.40000000000000036,-3.6999999999999997,-0.4328358208955224,12,train,2026-01-13
7551,Dylan Harper,1/13/26,OKC,pr,1,0,0,experienced,medium,10.5,13.6,10.3,6.2,,29,21.1,1,-3.0999999999999996,0.1999999999999993,-4.1000000000000005,,15,train,2026-01-13
7550,Dylan Harper,1/13/26,OKC,pra,1,0,0,experienced,medium,7.5,17.1,12.9,8.2,,29,21.1,1,-9.600000000000001,-5.4,-4.700000000000001,,18,train,2026-01-13
7553,Dylan Harper,1/13/26,OKC,ra,1,0,0,experienced,medium,5.5,6.7,5.8,4.8,,29,21.1,1,-1.2000000000000002,-0.2999999999999998,-1.0,,6,train,2026-01-13
7548,Dylan Harper,1/13/26,OKC,rebounds,1,0,0,experienced,medium,2.5,3.2,3.2,2.8,1.8,29,21.1,1,-0.7000000000000002,-0.7000000000000002,-0.40000000000000036,-0.38888888888888895,3,train,2026-01-13
7556,Dylan Harper,1/11/26,MIN,assists,0,0,1,experienced,medium,3.5,3.6,3.5,2.0,2.9,28,21.5,0,-0.10000000000000009,0.0,-1.5,-0.03448275862068969,1,train,2026-01-11
7559,Dylan Harper,1/11/26,MIN,pa,0,0,1,experienced,medium,12.5,14.4,11.0,9.8,,28,21.5,0,-1.9000000000000004,1.5,-1.1999999999999993,,1,train,2026-01-11
7554,Dylan Harper,1/11/26,MIN,points,0,0,1,experienced,medium,9.5,10.8,7.5,7.8,6.5,28,21.5,0,-1.3000000000000007,2.0,0.2999999999999998,-0.20000000000000012,0,train,2026-01-11
7558,Dylan Harper,1/11/26,MIN,pr,0,0,1,experienced,medium,12.5,14.0,10.9,10.8,,28,21.5,0,-1.5,1.5999999999999996,-0.09999999999999964,,1,train,2026-01-11
7557,Dylan Harper,1/11/26,MIN,pra,0,0,1,experienced,medium,9.5,17.6,14.4,12.8,,28,21.5,0,-8.100000000000001,-4.9,-1.5999999999999996,,2,train,2026-01-11
7560,Dylan Harper,1/11/26,MIN,ra,0,0,1,experienced,medium,6.5,6.8,6.9,5.0,,28,21.5,0,-0.2999999999999998,-0.40000000000000036,-1.9000000000000004,,2,train,2026-01-11
7555,Dylan Harper,1/11/26,MIN,rebounds,0,0,1,experienced,medium,3.5,3.3,3.4,3.0,1.7,28,21.5,0,0.20000000000000018,0.10000000000000009,-0.3999999999999999,0.11764705882352952,1,train,2026-01-11
7563,Dylan Harper,1/10/26,BOS,assists,0,0,0,experienced,medium,3.5,3.7,3.7,1.8,3.0,27,21.4,2,-0.20000000000000018,-0.20000000000000018,-1.9000000000000001,-0.06666666666666672,1,train,2026-01-10
7566,Dylan Harper,1/10/26,BOS,pa,0,0,0,experienced,medium,12.5,14.7,10.8,9.0,,27,21.4,2,-2.1999999999999993,1.6999999999999993,-1.8000000000000007,,6,train,2026-01-10
7561,Dylan Harper,1/10/26,BOS,points,0,0,0,experienced,medium,8.5,11.0,7.1,7.2,6.5,27,21.4,2,-2.5,1.4000000000000004,0.10000000000000053,-0.38461538461538464,5,train,2026-01-10
7565,Dylan Harper,1/10/26,BOS,pr,0,0,0,experienced,medium,12.5,14.2,10.3,9.8,,27,21.4,2,-1.6999999999999993,2.1999999999999993,-0.5,,9,train,2026-01-10
7564,Dylan Harper,1/10/26,BOS,pra,1,0,0,experienced,medium,8.5,17.9,14.0,11.6,,27,21.4,2,-9.399999999999999,-5.5,-2.4000000000000004,,10,train,2026-01-10
7567,Dylan Harper,1/10/26,BOS,ra,0,0,0,experienced,medium,6.5,6.9,6.9,4.4,,27,21.4,2,-0.40000000000000036,-0.40000000000000036,-2.5,,5,train,2026-01-10
7562,Dylan Harper,1/10/26,BOS,rebounds,1,0,0,experienced,medium,2.5,3.2,3.2,2.6,1.8,27,21.4,2,-0.7000000000000002,-0.7000000000000002,-0.6000000000000001,-0.38888888888888895,4,train,2026-01-10
7570,Dylan Harper,1/7/26,LAL,assists,0,1,1,experienced,medium,3.5,3.7,3.9,1.6,3.0,26,21.5,0,-0.20000000000000018,-0.3999999999999999,-2.3,-0.06666666666666672,2,train,2026-01-07
7573,Dylan Harper,1/7/26,LAL,pa,0,1,1,experienced,medium,14.5,15.1,11.4,10.6,,26,21.5,0,-0.5999999999999996,3.0999999999999996,-0.8000000000000007,,4,train,2026-01-07
7568,Dylan Harper,1/7/26,LAL,points,0,1,1,experienced,medium,10.5,11.3,7.5,9.0,6.4,26,21.5,0,-0.8000000000000007,3.0,1.5,-0.1250000000000001,2,train,2026-01-07
7572,Dylan Harper,1/7/26,LAL,pr,0,1,1,experienced,medium,13.5,14.5,10.6,11.6,,26,21.5,0,-1.0,2.9000000000000004,1.0,,6,train,2026-01-07
7571,Dylan Harper,1/7/26,LAL,pra,0,1,1,experienced,medium,10.5,18.3,14.5,13.2,,26,21.5,0,-7.800000000000001,-4.0,-1.3000000000000007,,8,train,2026-01-07
